issue,project,url,estimate,closed,labels,milestone
"As a content editor, I want unneeded punctuation removed when importing or updating records from HathiTrust metadata, so that records are easier to search and browse.",ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/118,2.0,2018-11-16 21:04:04+00:00,,v0.10.0
Style updates: view digitized work page,ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/117,1.0,2018-11-01 20:32:03+00:00,,v0.9.0
Style updates: search within work page,ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/116,1.0,2018-12-05 19:39:26+00:00,,v3.0 - Initial public version (soft launch)
Style updates: collections page,ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/115,1.0,2018-11-01 17:50:16+00:00,,v0.9.0
Style updates: search (archive) page,ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/112,2.0,2018-12-11 21:18:13+00:00,,v3.0 - Initial public version (soft launch)
Refactor SCSS to single stylesheet,ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/111,2.0,2018-11-13 17:26:16+00:00,chore,v0.10.0
Normalize @media queries,ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/110,1.0,2018-11-13 17:26:09+00:00,chore,v0.10.0
Footer background color in Chrome,ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/109,0.0,2018-10-25 20:08:37+00:00,,v0.9.0
Style updates: footer,ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/108,1.0,2018-10-25 20:04:13+00:00,,v0.9.0
 Style updates: homepage,ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/107,2.0,2018-12-10 19:30:22+00:00,,v3.0 - Initial public version (soft launch)
Use correct hathi data API paths,ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/106,2.0,2019-03-01 18:33:20+00:00,,3.1
"As a user, I want my search input for publication year to be validated in the browser so that I can't enter invalid dates.",ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/105,2.0,2018-11-15 19:42:54+00:00,,v0.10.0
Sort options should use cursor:pointer,ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/104,1.0,2018-11-01 17:52:42+00:00,accessibility,v0.9.0
"As a user, I want to see notes on a digitized work's edition so that I'm aware of the specifics of the copy in PPA.",ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/103,1.0,2018-10-22 04:52:58+00:00,,v0.9.0
"As a content editor, I want to add edition notes so that I can document the copy of an item that's in the archive.",ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/102,1.0,2018-10-22 04:34:55+00:00,,v0.9.0
"As a user, I want to be able to view a page in Hathitrust by clicking its thumbnail or page number in a search result so that I can quickly and easily see my search result in its full context.",ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/101,1.0,2018-10-31 18:03:00+00:00,,v0.9.0
"As an admin, I want subtitle and sort title populated from HathiTrust MARCXML so that the records can be displayed and sorted better.",ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/100,5.0,2018-10-31 18:54:35+00:00,,v0.9.0
"As a content editor, I want to add new or edit existing editorial content so that I can publish and promote scholarly work related to the project.",ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/99,3.0,2018-11-29 20:16:49+00:00,,v0.11.0
"As a content editor, I want to arrange content pages on the site so that I can update site navigation when information changes.",ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/98,3.0,2018-11-16 20:27:46+00:00,,v0.10.0
Replace mezzanine with wagtail for content management,ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/97,2.0,2018-11-15 20:36:36+00:00,chore,v0.10.0
Style updates: top navigation menu,ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/96,2.0,2018-12-05 18:49:20+00:00,,v3.0 - Initial public version (soft launch)
Histogram min/max dates aren't displaying,ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/95,1.0,2018-11-01 15:38:45+00:00,,v0.9.0
Search and filter problems,ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/90,,2018-10-31 20:27:00+00:00,,
Search within volume text snippet width,ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/89,0.0,2018-10-12 20:49:31+00:00,,v0.9.0
On-click style for buttons,ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/88,1.0,2018-11-01 18:45:41+00:00,,v0.9.0
Safari adding lines to table display for digitized work detail page,ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/87,,2018-06-21 16:57:19+00:00,,
"Footer is ""flashing"" on page due to movement via javascript",ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/86,,2018-10-11 18:30:12+00:00,,
Adjust breakpoints to min width ,ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/85,,2018-06-21 16:59:17+00:00,,
sort options should be drop down with native selector on mobile,ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/84,,2018-10-10 21:01:31+00:00,wontfix,
"As an admin, I want changes made to digitized works and collections in the admin interface to automatically update the public search, so that content in the search and admin interface stay in sync.",ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/82,5.0,2018-10-22 01:36:33+00:00,,v0.9.0
"Add fixtures for Contributors, Contact, and How to Cite pages",ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/80,,2018-11-15 18:53:37+00:00,chore;wontfix,v0.10.0
Spurious markup tags appear in result snippets,ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/79,,2018-05-21 20:39:12+00:00,,Search Filtering and Highlighting
Histogram dates are unordered,ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/78,,2018-05-18 21:05:51+00:00,,Search Filtering and Highlighting
Collections tiles not working with Firefox.,ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/77,,2018-05-18 20:42:54+00:00,,Search Filtering and Highlighting
Suppress dictionary & pronunciation guide from collections list page,ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/76,,2018-05-18 20:47:54+00:00,,
"As a content editor, I want to create and edit content pages on the site so that I can update text on the site when information changes.",ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/70,1.0,2018-05-16 17:19:14+00:00,,Search Filtering and Highlighting
Grappelli / Mezzanine not properly saving page keywords ,ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/69,,2018-10-10 20:56:12+00:00,wontfix,
"As a user, I want to search digitized volumes by title keywords in a clearly marked title field so that I can see what materials are in the archive with a certain title.",ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/68,1.0,2018-05-17 20:04:58+00:00,,Search Filtering and Highlighting
"As a user, I want to search digitized volumes by keyword author names in a clearly marked author search field so that I can see what materials are in the archive by a certain author.",ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/67,1.0,2018-05-17 20:05:17+00:00,,Search Filtering and Highlighting
JS: publication date histogram,ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/66,,2018-05-15 19:07:17+00:00,duplicate,
"As a user, I want my results updated as soon as I change my search options so that I can refine my search without losing my place in the form and have results load more quickly.",ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/65,,2018-10-10 20:49:12+00:00,,
Snippet: sorting controls,ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/64,,2018-05-21 21:07:55+00:00,,Search Filtering and Highlighting
Snippet: search form,ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/63,,2018-05-22 20:04:46+00:00,,Search Filtering and Highlighting
Style updates: content page,ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/62,2.0,2018-12-05 19:27:45+00:00,,v3.0 - Initial public version (soft launch)
Error page styles and content,ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/61,1.0,2018-11-01 17:58:15+00:00,,v0.9.0
Snippet: single search result,ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/59,1.0,2018-05-22 19:35:35+00:00,,Search Filtering and Highlighting
reindex script,ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/58,2.0,2018-05-21 21:02:40+00:00,,Search Filtering and Highlighting
"As a user, I want different styles for the main title and subtitle on search results so that I can visually distinguish titles. ",ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/57,1.0,2018-11-01 16:22:02+00:00,,v0.9.0
"As a user, I want item titles to ignore definite articles and punctuation when sorting, so that I can find the most relevant content first.",ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/56,1.0,2018-11-01 18:46:10+00:00,,v0.9.0
load partial html for page of search results via ajax,ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/55,,2018-05-29 21:03:37+00:00,,
Updating solr schema to index pub_date as numeric does not update the field,ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/53,,2018-11-07 16:54:46+00:00,,
Setup js pipeline with compressor,ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/51,,2018-05-17 16:09:16+00:00,,
Mockup: single volume search,ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/50,1.0,2018-05-22 19:57:33+00:00,,Search Filtering and Highlighting
"Snippets: base template, header and footer",ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/48,2.0,2018-05-22 19:28:57+00:00,,Search Filtering and Highlighting
Setup scss pipeline with compressor,ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/47,1.0,2018-05-10 15:16:50+00:00,,Search Filtering and Highlighting
Snippet: search result pagination controls,ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/46,2.0,2018-05-22 19:32:56+00:00,,Search Filtering and Highlighting
Styles: editorial post,ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/45,2.0,2018-12-12 22:00:07+00:00,,v3.0 - Initial public version (soft launch)
Styles: editorial list,ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/44,1.0,2018-12-12 21:59:10+00:00,,v3.0 - Initial public version (soft launch)
Mockup: homepage,ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/42,2.0,2018-05-18 15:46:14+00:00,,Search Filtering and Highlighting
Mockup: collections list page,ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/41,1.0,2018-05-22 19:44:25+00:00,,Search Filtering and Highlighting
Mockup: digitized work detail page,ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/40,1.0,2018-05-22 19:31:15+00:00,,Search Filtering and Highlighting
Mockup: archive search page,ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/39,3.0,2018-05-22 20:05:58+00:00,,Search Filtering and Highlighting
"As a user browsing the list of collections, I want to see brief summary statistics so I can decide which collections of materials I want to browse.",ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/37,1.0,2018-05-14 11:27:07+00:00,,Search Filtering and Highlighting
"As a user, I want to add a work to my Zotero library from the individual item page so that I can save it for research without having to go back to the list of results.",ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/36,0.0,2018-05-15 20:18:58+00:00,,Search Filtering and Highlighting
"As a user, I want to add all or selected works from the search results list to my Zotero library, so that I can efficiently save them for later research or citation.",ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/35,3.0,2018-05-15 20:23:34+00:00,,Search Filtering and Highlighting
"As a user, I want to see a simple timeline visualization of works by publication year so that I can get a sense of how the materials are distributed by time.",ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/34,2.0,2018-05-21 14:40:05+00:00,,Search Filtering and Highlighting
"As a user, I want to see numbered results so I can keep track of results as I’m scrolling and paging through.",ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/33,0.0,2018-05-14 21:27:59+00:00,,Search Filtering and Highlighting
"As a user viewing an individual item from a keyword search, I want to see page image thumbnails and text snippets that match my search terms so I can see how many and what kind of pages match my search terms.",ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/32,2.0,2018-05-15 20:04:50+00:00,,Search Filtering and Highlighting
"As a user viewing keyword search results, I want to see a few text snippets from the full text of a work so that I can get an idea how my search terms are used in the work.",ppa-django,https://api.github.com/repos/Princeton-CDH/ppa-django/issues/31,2.0,2018-05-15 18:32:33+00:00,,Search Filtering and Highlighting
